Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.001501
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.00136
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.001013
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000933
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.000814
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,130609,0.000411
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000333
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131211,0.000285
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000229
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000229
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000149
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.000106
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,131202,0.000103
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,130616,0.000103
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000103
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000083
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.000066
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000039
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,130619,0.000027
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.766823
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.118622
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.025147
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.019211
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.012317
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.008589
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131218,0.007373
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.005209
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.003999
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.003801
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.003707
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.0035
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131217,0.002919
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.002373
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.002107
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.001953
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.001831
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.00144
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.001193
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.001166
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.001027
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131216,0.000924
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000921
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000742
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000719
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.000614
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000588
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000236
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000144
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000122
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,110707,0.00007
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.00007
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,110730,0.00007
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.00007
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.00007
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000056
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,130609,0.000051
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131203,0.000044
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000036
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131211,0.000027
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000025
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000022
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000021
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,130616,0.000021
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000011
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131210,0.000006
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000006
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000005
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,131202,0.000002
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131218,0.488625
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131216,0.151187
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131217,0.131608
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.070989
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.036971
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.030481
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131210,0.023321
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.012134
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.00605
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.004607
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.004172
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.003819
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.003113
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131203,0.002972
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.002453
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131202,0.002447
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.002424
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.002248
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.002223
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.002153
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.001816
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.001706
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.001645
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.001625
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,131211,0.001135
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.000834
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.000805
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000789
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000733
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130609,0.000718
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.000611
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.000387
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130619,0.00037
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000351
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000293
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000282
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000259
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.000198
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.000175
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.00015
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000128
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,110726,0.000101
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0.000092
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130617,0.000069
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000066
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000058
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.000057
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130616,0.000054
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000051
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000045
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.000037
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000035
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0.000032
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0.000032
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0.000032
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000032
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000029
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000027
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000026
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000023
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130601,0.000018
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000012
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000012
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0.000011
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130620,0.00001
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MAIA,130618,0.00001
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000007
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000005
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,130415,0.000003
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VALONGO,131503,0.000002
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000002
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,GONDOMAR,130413,0.000002
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000001
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.162432
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.136055
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.129222
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.101018
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.091014
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.071877
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.065224
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.047146
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.040608
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.030912
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.018048
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.013818
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.013267
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.010152
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.010152
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.010152
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.009732
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,PORTO,131218,0.005095
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.004512
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.004512
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.003542
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.003262
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.002538
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.002538
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.001662
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.001662
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.001128
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.001128
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.001128
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.001128
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.001089
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0.000885
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,PORTO,131216,0.00078
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,PORTO,131203,0.00078
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,SINTRA,111126,0.000282
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.000282
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000282
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.000282
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,111516,0.000282
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,PORTO,131217,0.000195
R2 - AM Porto,Aveiro,São João da Madeira,R2 - AM Porto,PORTO,GONDOMAR,130408,0.000195
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.480464
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,131203,0.278909
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.069727
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.03559
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.03559
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.03559
R2 - AM Porto,Aveiro,Vale de Cambra,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.03559
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,GONDOMAR,130413,0.017432
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.009856
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,131216,0.000861
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,131210,0.000099
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MAIA,130619,0.000099
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000099
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,131218,0.000096
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131203,0.295123
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,130408,0.191129
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131217,0.172608
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131210,0.073846
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131202,0.065012
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131218,0.033397
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.030011
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,130413,0.029845
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.027432
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.015625
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.014196
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,130415,0.012696
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.010628
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130601,0.004481
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131216,0.003674
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,131505,0.003259
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,GONDOMAR,130412,0.003211
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,131211,0.00238
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,131503,0.002006
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.001832
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130617,0.00124
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130619,0.000975
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130609,0.000606
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.000534
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.000493
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000434
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.00037
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.000335
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.000249
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000242
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.00019
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000155
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.000145
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.000132
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.00013
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.000126
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.000112
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.000085
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.00008
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.000076
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,131501,0.000074
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0.000074
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,131506,0.000073
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0.000065
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,131001,0.000065
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0.000061
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.000059
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MAIA,130616,0.000056
R2 - AM Porto,Porto,Gondomar,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.000047
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PAREDES,131013,0.000027
